Geography,Segment,Variety,Timeframe,Period,"Current Year Week Ending","Units Prior Year","Units Current Year","Unit Variance","Dollars Prior Year","Dollars Current Year","Dollar Variance","ASP Prior Year","ASP Current Year","ASP Variance"
Boise,Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",442022.07,463431.13,0.048434356,640308.62,627103.30,-0.020623370,1.448589696,1.353174748,-0.065867477
Boston,Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",2251214.43,2253278.97,0.000917081,3567320.03,3124320.37,-0.124182765,1.584620279,1.386566157,-0.124985224
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",731662.97,734719.61,0.004177660,995178.04,813069.51,-0.182990907,1.360159090,1.106639183,-0.186389893
Charlotte,Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",1314025.40,1450668.41,0.103988105,1893651.29,1997809.54,0.055003926,1.441107065,1.377164848,-0.044370206
Chicago,Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",4022466.15,3245794.23,-0.193083520,6278608.87,4367989.40,-0.304306178,1.560885445,1.345738237,-0.137836642
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",1027830.58,1027820.16,-1.010500000,1505383.48,1257323.64,-0.164781827,1.464622196,1.223291481,-0.164773357
Columbus,Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",868189.55,860497.99,-0.008859306,1196894.91,1160189.00,-0.030667611,1.378610131,1.348276243,-0.022003238
"Dallas/Ft. Worth",Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",5341678.69,5131709.54,-0.039307709,5966501.08,5687638.30,-0.046738077,1.116971166,1.108332077,-0.007734389
Denver,Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",3721239.79,3874922.50,0.041298793,4969238.52,4906216.78,-0.012682373,1.335371756,1.266145781,-0.051840227
Detroit,Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",1782195.19,1502200.22,-0.157106791,2204459.33,1687100.13,-0.234687571,1.236934846,1.123086059,-0.092041054
"Grand Rapids",Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",663112.77,663832.65,0.001085598,941569.80,837146.87,-0.110903013,1.419924085,1.261081198,-0.111867168
Harrisburg/Scranton,Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",1507981.77,1519889.74,0.007896623,1761554.03,1700907.91,-0.034427623,1.168153397,1.119099545,-0.041992646
Hartford/Springfield,Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",1207909.08,1303314.22,0.078983712,1811791.83,1763031.64,-0.026912687,1.499940565,1.352729534,-0.098144576
Houston,Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",3466168.59,3295404.69,-0.049265895,3922826.01,3686691.83,-0.060194917,1.131747033,1.118737204,-0.011495351
Indianapolis,Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",928884.37,943536.07,0.015773435,1253652.23,1129789.02,-0.098801895,1.349632172,1.197398862,-0.112796147
Jacksonville,Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",754133.94,862529.93,0.143735719,985432.78,1124474.87,0.141097484,1.306707901,1.303693740,-0.002306682
"Las Vegas",Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",1573453.24,1569201.48,-0.002702183,1845831.44,1857479.23,0.006310325,1.173108544,1.183709841,0.009036927
"Los Angeles",Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",12091838.83,11573335.18,-0.042880463,17493150.02,15501024.90,-0.113880297,1.446690638,1.339374057,-0.074180739
Louisville,Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",492103.30,519037.01,0.054731816,589067.20,606193.58,0.029073733,1.197039723,1.167919767,-0.024326642
"Miami/FT. Lauderdale",Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",3123918.61,3718517.44,0.190337491,4171794.07,5027644.82,0.205151727,1.335436222,1.352056271,0.012445408
Nashville,Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",1069333.60,1116654.23,0.044252446,1447076.61,1330388.26,-0.080637298,1.353250855,1.191405744,-0.119597272
"Northern New England",Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",2149286.98,2122052.09,-0.012671594,2819264.09,2373977.01,-0.157944438,1.311720641,1.118717597,-0.147137308
"New Orleans/Mobile",Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",1218818.93,1088993.39,-0.106517491,1344569.70,1221614.50,-0.091445766,1.103174289,1.121783203,0.016868517
"New York",Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",7029179.69,7302305.23,0.038855962,10048464.24,9330502.67,-0.071449880,1.429535833,1.277747557,-0.106180112
Orlando,Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",1970029.88,2165625.63,0.099285679,2420023.88,2799427.20,0.156776683,1.228419887,1.292664417,0.052298510
Peoria/Springfield,Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",457313.34,461036.53,0.008141443,579697.85,488939.98,-0.156560652,1.267616318,1.060523292,-0.163372011
Philadelphia,Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",2207246.85,2347740.69,0.063651170,2838039.72,2511043.87,-0.115218914,1.285782659,1.069557586,-0.168166114
Phoenix/Tucson,Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",4325987.94,4635528.75,0.071553784,4990147.11,5249932.75,0.052059715,1.153527745,1.132542378,-0.018192339
Pittsburgh,Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",533156.21,519325.08,-0.025941985,674595.57,770842.03,0.142672829,1.265286899,1.484315039,0.173105515
Portland,Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",2659774.43,2301677.73,-0.134634236,4072650.10,3360337.69,-0.174901450,1.531201317,1.459951430,-0.046532017
Providence,Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",338573.27,344593.09,0.017779960,535536.85,519499.76,-0.029945823,1.581745817,1.507574522,-0.046892044
Raleigh/Greensboro,Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",1625276.22,1704200.90,0.048560781,2276329.18,2146284.61,-0.057129071,1.400579887,1.259408212,-0.100795161
Richmond/Norfolk,Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",1211605.03,1243511.86,0.026334354,1585631.12,1460456.13,-0.078943322,1.308702986,1.174460954,-0.102576393
Roanoke,Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",712372.26,734025.76,0.030396323,843093.83,802745.66,-0.047857266,1.183501766,1.093620563,-0.075945136
Sacramento,Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",1833240.94,1759928.19,-0.039990791,3112768.70,2788996.39,-0.104014253,1.697959404,1.584721700,-0.066690466
"San Diego",Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",2262676.94,2108491.77,-0.068142813,3437217.87,2882928.45,-0.161261067,1.519093516,1.367294143,-0.099927602
"San Francisco",Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",3309971.37,2947671.19,-0.109457194,5679652.28,4576313.65,-0.194261651,1.715921874,1.552518361,-0.095227828
Seattle,Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",2242297.69,2063310.66,-0.079823047,4143436.86,3520717.15,-0.150290623,1.847853152,1.706343704,-0.076580462
"South Carolina",Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",1979475.70,2160878.78,0.091641984,2708942.02,2754830.63,0.016939680,1.368514915,1.274865881,-0.068431139
Spokane,Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",326311.80,302976.91,-0.071511025,531127.18,456894.86,-0.139763739,1.627667678,1.508018721,-0.073509450
"St. Louis",Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",858932.67,828660.96,-0.035243403,1077632.88,912776.11,-0.152980455,1.254618582,1.101507327,-0.122038090
Syracuse,Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",334228.36,341719.87,0.022414367,452405.64,377960.82,-0.164553264,1.353582468,1.106054543,-0.182868744
Tampa,Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",2034107.53,2292526.68,0.127043015,2567800.88,2836645.86,0.104698532,1.262372239,1.237344752,-0.019825759
Toledo,Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",482829.83,481599.48,-0.002548206,627426.79,559872.17,-0.107669325,1.299478110,1.162526536,-0.105389674
"West Tex/New Mexico",Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",3606378.23,3489446.43,-0.032423611,3768271.90,3766910.73,-0.000361219,1.044890930,1.079515279,0.033136807
Wichita,Avocados,Hass,"Last 04 Wks",8,"2023-08-13 00:00:00",401542.26,374694.65,-0.066861243,460326.66,369191.64,-0.197979022,1.146396542,0.985313351,-0.140512628
"Total U.S.",Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",150891143.60,155988480.40,0.033781550,186740672.60,180376169.30,-0.034082041,1.237585375,1.156342884,-0.065645969
California,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",25022709.23,24465508.37,-0.022267807,36299994.20,32685129.77,-0.099583058,1.450682013,1.335967734,-0.079076102
"Great Lakes",Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",16083641.56,15648146.28,-0.027076908,19779920.31,17195187.68,-0.130674572,1.229816036,1.098864196,-0.106480836
Midsouth,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",14890542.27,16875713.18,0.133317570,18838500.27,18685473.71,-0.008123075,1.265131916,1.107240536,-0.124802305
Northeast,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",20649069.94,21159979.72,0.024742508,26262332.85,24411694.22,-0.070467412,1.271840956,1.153672856,-0.092911067
Plains,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",7636104.85,7771959.86,0.017791141,8908029.36,8589063.02,-0.035806610,1.166567188,1.105134763,-0.052660854
"South Central",Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",20276735.67,21082360.29,0.039731475,20349222.78,21297606.10,0.046605383,1.003574891,1.010209759,0.006611234
Southeast,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",20074715.34,21323153.11,0.062189562,22803757.66,24820017.32,0.088417869,1.135944260,1.163993767,0.024692680
West,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",26257624.78,27661659.57,0.053471508,33498915.17,32691997.51,-0.024087875,1.275778577,1.181852355,-0.073622667
Albany,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",438325.90,451332.78,0.029673982,522688.62,456169.20,-0.127263953,1.192465746,1.010715877,-0.152415170
Atlanta,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",2859255.26,2999747.36,0.049135909,3327155.72,3449181.50,0.036675705,1.163644174,1.149823997,-0.011876635
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",3610750.70,3720920.58,0.030511628,5114777.22,4790448.01,-0.063410232,1.416541224,1.287436241,-0.091141000
Birmingham/Montgomery,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",1291210.17,1283326.73,-0.006105465,1365220.40,1398095.45,0.024080396,1.057318497,1.089430626,0.030371292
Boise,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",464829.95,455026.10,-0.021091270,610034.40,629931.80,0.032616857,1.312381856,1.384386088,0.054865306
Boston,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",2145011.46,2181653.92,0.017082640,3215543.32,2895930.77,-0.099396126,1.499079783,1.327401538,-0.114522420
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",743664.94,783885.56,0.054084330,949359.18,776739.00,-0.181828110,1.276595326,0.990883158,-0.223807938
Charlotte,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",1325553.11,1655401.04,0.248837954,1800149.68,1962304.90,0.090078741,1.358036633,1.185395477,-0.127125551
Chicago,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",3885087.99,3471882.10,-0.106356893,5726841.33,4239674.19,-0.259683664,1.474057046,1.221145782,-0.171574950
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",1106698.70,1222876.99,0.104977343,1412172.02,1428206.07,0.011354176,1.276022112,1.167906564,-0.084728585
Columbus,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",911786.25,1027151.83,0.126526994,1111964.74,1141710.95,0.026751039,1.219545408,1.111530857,-0.088569520
"Dallas/Ft. Worth",Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",5489154.36,5442380.80,-0.008521087,5353704.31,5663099.40,0.057790845,0.975324058,1.040555523,0.066881838
Denver,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",3596909.32,4004917.65,0.113433031,4519566.48,4640250.36,0.026702533,1.256513878,1.158638145,-0.077894669
Detroit,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",1740348.65,1593297.37,-0.084495300,1988309.94,1593743.66,-0.198443043,1.142477938,1.000280108,-0.124464399
"Grand Rapids",Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",737105.58,628793.73,-0.146942104,881567.06,762727.34,-0.134805073,1.195984781,1.213000866,0.014227676
Harrisburg/Scranton,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",1460432.02,1610656.24,0.102862870,1651987.33,1625322.25,-0.016141210,1.131163458,1.009105611,-0.107904694
Hartford/Springfield,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",1313200.57,1342628.96,0.022409669,1739457.71,1707156.91,-0.018569465,1.324594095,1.271503126,-0.040080934
Houston,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",3592688.80,3738850.04,0.040682965,3877004.59,3910127.28,0.008543372,1.079137327,1.045810141,-0.030883174
Indianapolis,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",923698.91,1057521.89,0.144877273,1097080.30,1110589.18,0.012313487,1.187703354,1.050180795,-0.115788643
Jacksonville,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",893039.29,920309.33,0.030536209,1024631.61,1127400.58,0.100298458,1.147353329,1.225023524,0.067695097
"Las Vegas",Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",1627784.71,1868638.49,0.147964147,1801180.01,1805758.64,0.002542018,1.106522258,0.966349916,-0.126678285
"Los Angeles",Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",12251233.93,12311942.12,0.004955272,16458039.49,16127948.58,-0.020056515,1.343378111,1.309943502,-0.024888457
Louisville,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",459402.88,507156.10,0.103946281,528721.22,561654.41,0.062288384,1.150887905,1.107458646,-0.037735438
"Miami/FT. Lauderdale",Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",3478338.03,3898423.33,0.120771845,4129362.40,4858473.41,0.176567456,1.187165355,1.246266247,0.049783202
Nashville,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",1077790.13,1105259.11,0.025486384,1262972.44,1270935.59,0.006305081,1.171816670,1.149898319,-0.018704590
"Northern New England",Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",1798432.05,1852695.29,0.030172525,2314499.16,2014910.45,-0.129439976,1.286953909,1.087556305,-0.154937642
"New Orleans/Mobile",Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",1248253.83,1147376.77,-0.080814543,1237343.05,1065692.07,-0.138725460,0.991259163,0.928807427,-0.063002430
"New York",Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",7320124.64,7408774.72,0.012110461,9284247.16,9035349.01,-0.026808652,1.268318180,1.219547003,-0.038453424
Orlando,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",2092798.71,2257649.72,0.078770595,2385022.95,2655683.76,0.113483521,1.139633227,1.176304605,0.032178228
Peoria/Springfield,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",464533.29,500904.29,0.078295768,514598.78,499053.02,-0.030209472,1.107775873,0.996304151,-0.100626602
Philadelphia,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",2345381.73,2343261.55,-0.000903980,2784743.87,2400685.05,-0.137915313,1.187330759,1.024505798,-0.137135301
Phoenix/Tucson,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",4614478.07,4950412.38,0.072800066,4792825.21,5169804.92,0.078655008,1.038649472,1.044318033,0.005457627
Pittsburgh,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",596982.34,592873.53,-0.006882636,655498.14,606651.61,-0.074518189,1.098019311,1.023239486,-0.068104290
Portland,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",2503872.71,2439209.63,-0.025825227,3865418.46,3359158.63,-0.130971544,1.543775945,1.377150450,-0.107933729
Providence,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",319409.24,338770.98,0.060617344,484687.18,460441.16,-0.050024058,1.517448854,1.359151736,-0.104317926
Raleigh/Greensboro,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",1604330.51,2028877.17,0.264625438,2137123.30,2149805.30,0.005934145,1.332096655,1.059603475,-0.204559616
Richmond/Norfolk,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",1178058.96,1414856.15,0.201006228,1416345.36,1397930.74,-0.013001504,1.202270348,0.988037361,-0.178190360
Roanoke,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",718160.92,873027.54,0.215643345,794539.12,782422.51,-0.015249868,1.106352495,0.896217439,-0.189934995
Sacramento,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",1894396.61,1845747.66,-0.025680442,2995185.06,2571250.35,-0.141538737,1.581076026,1.393067101,-0.118912008
"San Diego",Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",2316838.65,2194432.19,-0.052833399,3303594.70,2860439.46,-0.134143344,1.425906244,1.303498678,-0.085845452
"San Francisco",Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",3333282.23,3154302.21,-0.053694830,5631715.01,4405463.93,-0.217740258,1.689540407,1.396652459,-0.173353622
Seattle,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",2250303.76,2116468.39,-0.059474358,4062078.25,3557152.87,-0.124302227,1.805124412,1.680702106,-0.068927274
"South Carolina",Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",2008522.85,2247661.53,0.119061966,2463203.86,2642457.18,0.072772427,1.226375823,1.175647290,-0.041364590
Spokane,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",319635.81,296166.05,-0.073426572,500470.32,439048.91,-0.122727379,1.565751687,1.482441698,-0.053207663
"St. Louis",Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",841592.01,849662.86,0.009589980,897120.02,891645.11,-0.006102771,1.065979735,1.049410480,-0.015543687
Syracuse,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",328077.50,336377.39,0.025298541,406219.39,344307.06,-0.152411058,1.238181176,1.023573751,-0.173324736
Tampa,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",2240887.59,2386178.29,0.064836230,2523429.70,2757752.75,0.092858957,1.126084910,1.155719487,0.026316467
Toledo,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",515059.18,547527.35,0.063037746,562296.27,556558.70,-0.010203819,1.091711973,1.016494801,-0.068898367
"West Tex/New Mexico",Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",3434812.33,3860393.59,0.123902334,3380756.27,3661449.94,0.083026887,0.984262297,0.948465449,-0.036369217
Wichita,Avocados,Hass,"Last 04 Wks",9,"2023-09-10 00:00:00",386467.46,409769.94,0.060296100,422971.07,386701.89,-0.085748598,1.094454540,0.943704873,-0.137739541
"Total U.S.",Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",144322087.20,148110964.80,0.026252929,169350228.40,167046376.00,-0.013604070,1.173418647,1.127846113,-0.038837404
California,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",23936792.87,24061813.61,0.005222953,33455096.60,30286354.94,-0.094716261,1.397643234,1.258689616,-0.099419948
"Great Lakes",Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",14271863.99,14630226.27,0.025109704,17100915.69,15673984.48,-0.083441801,1.198225803,1.071342589,-0.105892574
Midsouth,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",13847286.07,14859071.19,0.073067395,16891625.52,17529662.12,0.037772362,1.219850983,1.179727985,-0.032891721
Northeast,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",18126204.87,19617760.28,0.082287242,23942856.93,25039316.74,0.045794861,1.320897403,1.276359604,-0.033717833
Plains,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",7494944.08,7207314.17,-0.038376525,7909628.96,7605598.74,-0.038437988,1.055328616,1.055261163,-6.390500000
"South Central",Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",20488602.79,20799834.01,0.015190456,18312206.82,18904682.57,0.032354142,0.893775286,0.908886223,0.016906863
Southeast,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",19963307.66,21362467.14,0.070086556,22184445.93,23174666.01,0.044635781,1.111261035,1.084830973,-0.023783847
West,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",26193084.90,25572478.12,-0.023693535,29553451.91,28832110.40,-0.024408029,1.128292143,1.127466422,-0.000731833
Albany,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",410305.23,418197.18,0.019234319,492825.54,469575.57,-0.047176866,1.201119298,1.122856867,-0.065157917
Atlanta,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",2775686.87,2805110.89,0.010600626,3111750.56,2999784.37,-0.035981737,1.121074061,1.069399565,-0.046093740
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",3367345.26,3462840.45,0.028359189,4592537.36,4663863.69,0.015530920,1.363845106,1.346831817,-0.012474502
Birmingham/Montgomery,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",1225857.74,1248329.51,0.018331471,1287286.57,1302606.32,0.011900809,1.050110898,1.043479553,-0.006314900
Boise,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",414642.43,446086.05,0.075833103,511631.34,571851.00,0.117701278,1.233909769,1.281929811,0.038916980
Boston,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",2064712.64,2217647.98,0.074071004,3090950.46,2977518.43,-0.036698106,1.497036631,1.342647010,-0.103130156
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",657230.08,684973.91,0.042213279,842142.47,739653.37,-0.121700424,1.281351076,1.079827065,-0.157274626
Charlotte,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",1282500.61,1440359.15,0.123086520,1608364.22,1776457.26,0.104511802,1.254084560,1.233343267,-0.016538991
Chicago,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",3750263.53,4237249.29,0.129853744,5275592.88,4116680.53,-0.219674334,1.406725911,0.971545512,-0.309356923
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",967441.08,1085578.02,0.122112800,1135025.51,1181661.70,0.041088232,1.173224424,1.088509231,-0.072207151
Columbus,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",804682.02,852509.23,0.059436161,927479.69,1027562.67,0.107908537,1.152603978,1.205339061,0.045752994
"Dallas/Ft. Worth",Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",5529071.30,5576652.51,0.008605641,4846092.21,5040103.47,0.040034579,0.876474898,0.903786539,0.031160779
Denver,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",3530021.84,3774530.14,0.069265381,3953057.31,4259133.27,0.077427656,1.119839336,1.128387670,0.007633536
Detroit,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",1399575.25,1350566.66,-0.035016753,1641444.91,1479112.68,-0.098895933,1.172816476,1.095179321,-0.066197190
"Grand Rapids",Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",546472.21,545556.85,-0.001675018,757552.83,649466.18,-0.142678688,1.386260489,1.190464712,-0.141240250
Harrisburg/Scranton,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",1236013.38,1377762.03,0.114682138,1427827.31,1546617.53,0.083196492,1.155187582,1.122557807,-0.028246300
Hartford/Springfield,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",1121955.96,1257487.19,0.120799069,1638654.75,1744292.20,0.064465961,1.460533937,1.387125225,-0.050261558
Houston,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",3592626.88,3661231.22,0.019095871,3267811.44,3633896.02,0.112027449,0.909588319,0.992533879,0.091190221
Indianapolis,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",855040.18,887824.85,0.038342843,933963.53,999661.38,0.070343053,1.092303676,1.125966881,0.030818540
Jacksonville,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",925689.53,941950.76,0.017566615,1056119.93,1070295.33,0.013422149,1.140900806,1.136254010,-0.004072918
"Las Vegas",Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",1582130.62,1537224.26,-0.028383471,1582716.84,1587896.52,0.003272655,1.000370525,1.032963482,0.032580884
"Los Angeles",Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",11640272.25,11649220.97,0.000768773,15010071.48,14818702.93,-0.012749343,1.289494881,1.272076731,-0.013507731
Louisville,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",419292.00,494423.96,0.179187666,477117.31,533251.62,0.117653040,1.137911800,1.078531110,-0.052183912
"Miami/FT. Lauderdale",Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",3603597.19,4160239.19,0.154468428,4233771.33,4675150.28,0.104251957,1.174873634,1.123769588,-0.043497483
Nashville,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",1038559.55,1171817.61,0.128310473,1178019.09,1308002.33,0.110340521,1.134281707,1.116216655,-0.015926425
"Northern New England",Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",1647215.04,1752949.47,0.064189821,2011634.75,2069139.74,0.028586200,1.221233842,1.180376144,-0.033456081
"New Orleans/Mobile",Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",1280481.60,1100086.64,-0.140880557,1159555.56,990766.91,-0.145563226,0.905562067,0.900626260,-0.005450546
"New York",Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",6392162.94,7075111.00,0.106841466,8722515.42,9674941.96,0.109191729,1.364563999,1.367461510,0.002123397
Orlando,Avocados,Hass,"Last 04 Wks",10,"2023-10-08 00:00:00",2180122.51,2352553.39,0.079092288,2407889.27,2549257.25,0.058710330,1.104474295,1.083612920,-0.018888059
